cena klienta,km ³adowne,czas,data 1 za³adunku,data ost roz³adunku,wsp za³,wsp za³,wsp roz³ad,wsp roz³ad,,wylkm,roznicakm,%
740,904,4.083333333,14/07/31 10:00,14/08/04 12:00,51.56670000,20.28330000,47.9994,13.044,,653,251,72.23451327
330,579,1,14/08/04 8:00,14/08/05 8:00,47.76370000,13.34600000,44.8746,10.7144,,379,200,65.45768566
3600,1748,2,14/08/06 8:00,14/08/08 8:00,43.03180000,13.92600000,48.2667,-2.9833,,1433,315,81.97940503
950,976,0.666666667,14/08/11 8:00,14/08/12 0:00,47.49820000,-1.49020000,43.5445,5.38,,692,284,70.90163934
750,1005,3.958333333,14/08/14 9:00,14/08/18 8:00,43.61600000,5.21450000,50.8449,5.4993,,804,201,80
450,532,0.875,14/08/19 15:00,14/08/20 12:00,50.88330000,6.11670000,51.2667,11.9,,406,126,76.31578947
520,614,1,14/08/21 8:00,14/08/22 8:00,51.80000000,13.76670000,52.2833,21.1167,,505,109,82.247557
530,764,0.895833333,14/09/01 16:30,14/09/02 14:00,52.45000000,21.00000000,54.0833,12.3333,,603,161,78.92670157
1250,1025,1.75,14/09/03 8:00,14/09/05 2:00,53.60000000,11.31670000,48.8129,2.3777,,818,207,79.80487805
450,322,0.916666667,14/09/08 8:00,14/09/09 6:00,48.15010000,1.87600000,50.5902,3.0451,,284,38,88.19875776
450,517,0.791666667,14/09/10 16:30,14/09/11 11:30,51.30000000,3.98330000,49.2148,8.3521,,387,130,74.8549323
320,333,2.708333333,14/09/12 15:00,14/09/15 8:00,49.34190000,9.04200000,51.1744,10.3341,,223,110,66.96696697
400,646,0.75,14/09/18 16:00,14/09/19 10:00,52.51430000,10.23360000,51.6167,17.95,,536,110,82.97213622
710,861,1.888888889,14/09/23 12:40,14/09/25 10:00,51.48330000,17.81670000,51.7125,7.477,,714,147,82.92682927
2000,914,2.916666667,14/09/26 10:00,14/09/29 8:00,50.85370000,13.34320000,47.5333,5.0833,,704,210,77.02407002
900,978,1.833333333,14/09/29 16:00,14/10/01 12:00,47.53430000,5.42850000,53.6333,10.45,,764,214,78.11860941
830,991,1.697916667,14/07/30 15:00,14/08/01 7:45,52.71670000,16.98330000,48.2333,8.6,,774,217,78.10292634
700,765,2.833333333,14/08/01 15:00,14/08/04 11:00,48.78400000,7.82370000,47.8951,15.8457,,600,165,78.43137255
500,658,0.791666667,14/08/04 21:00,14/08/05 16:00,47.42260000,14.59920000,45.6118,10.3928,,379,279,57.59878419
2000,864,1.520833333,14/08/06 18:30,14/08/08 7:00,45.72980000,9.03810000,46.2288,0.1982,,684,180,79.16666667
450,495,2.916666667,14/08/08 10:00,14/08/11 8:00,46.03150000,1.25780000,47.4488,6.0182,,395,100,79.7979798
680,546,1,14/08/11 8:00,14/08/12 8:00,47.48460000,6.12880000,43.8768,4.6303,,417,129,76.37362637
520,576,0.416666667,14/08/13 12:00,14/08/13 22:00,43.83960000,4.81270000,44.9434,-0.679,,453,123,78.64583333
1100,1241,4.625,14/08/14 16:00,14/08/19 7:00,44.20440000,-0.78840000,50.245,8.2453,,956,285,77.03464948
670,568,0.75,14/08/19 16:00,14/08/20 10:00,49.63600000,7.75030000,49.6431,1.0993,,478,90,84.15492958
210,316,0.875,14/08/20 11:00,14/08/21 8:00,50.24600000,1.44600000,51.3667,4.1333,,226,90,71.51898734
1150,926,0.625,14/08/21 16:00,14/08/22 7:00,50.63640000,2.98590000,43.4506,1.6773,,805,121,86.93304536
580,629,0.916666667,14/09/01 8:00,14/09/02 6:00,43.96770000,1.42280000,46.757,4.998,,417,212,66.29570747
320,379,-0.125,14/09/02 18:00,14/09/02 15:00,48.40090000,5.94840000,48.8442,9.4304,,260,119,68.60158311
400,366,3.25,14/09/05 8:00,14/09/08 14:00,49.44770000,10.41550000,51.2712,13.3363,,289,77,78.96174863
550,719,0.666666667,14/09/08 16:00,14/09/09 8:00,51.23330000,11.81670000,54.3667,19.3833,,616,103,85.67454798
850,835,1.041666667,14/09/18 13:00,14/09/19 14:00,54.23330000,18.66670000,54.9645,9.3153,,607,228,72.69461078
450,450,0.958333333,14/09/22 18:00,14/09/23 17:00,54.09220000,10.75830000,51.0354,10.9649,,340,110,75.55555556
1600,1262,1.625,14/09/23 16:00,14/09/25 7:00,51.16670000,11.23330000,45.9626,0.1248,,999,263,79.16006339
700,557,0.666666667,14/09/25 8:00,14/09/26 0:00,45.60340000,2.05070000,45.1,6.65,,363,194,65.17055655
950,459,0.916666667,14/09/29 16:00,14/09/30 14:00,44.75000000,7.72380000,46.1331,4.8239,,273,186,59.47712418
850,1047,3.666666667,14/07/31 16:00,14/08/04 8:00,52.26670000,19.21670000,46.3613,13.0111,,795,252,75.93123209
2900,1724,2.666666667,14/08/04 16:00,14/08/07 8:00,45.87820000,12.48950000,48.1035,-3.5767,,1241,483,71.9837587
780,764,3.895833333,14/08/08 15:00,14/08/12 12:30,48.75000000,-3.15000000,44.2167,1.35,,610,154,79.84293194
630,894,1,14/08/13 8:00,14/08/14 8:00,44.59670000,0.80440000,50.9518,2.2405,,714,180,79.86577181
420,452,1.041666667,14/08/18 11:00,14/08/19 12:00,50.31490000,3.20890000,53.233,5.6589,,365,87,80.75221239
600,667,0.625,14/08/20 17:00,14/08/21 8:00,52.46720000,7.44430000,51.3503,14.9829,,531,136,79.6101949
800,679,1.041666667,14/08/28 11:00,14/08/29 12:00,51.45000000,14.56670000,54.5333,9.0167,,505,174,74.37407953
1450,1129,2.916666667,14/08/29 17:00,14/09/01 15:00,54.10220000,9.13340000,49.361,1.3402,,751,378,66.5190434
212,360,0.625,14/09/03 23:00,14/09/04 14:00,49.18800000,1.81180000,51.2333,4.1167,,280,80,77.77777778
1100,434,2.791666667,14/09/05 13:00,14/09/08 8:00,51.64080000,5.47780000,48.9695,2.4793,,365,69,84.10138249
650,940,1.916666667,14/09/08 14:00,14/09/10 12:00,48.80600000,2.48760000,51.1815,12.4361,,757,183,80.53191489
460,671,1,14/09/10 12:00,14/09/11 12:00,51.66500000,12.66120000,53.0833,20.6167,,562,109,83.75558867
740,882,0.833333333,14/09/18 16:00,14/09/19 12:00,52.00000000,15.71670000,49.4833,7.1167,,666,216,75.51020408
880,927,2,14/09/22 17:00,14/09/24 17:00,49.43670000,6.24320000,45.5854,11.6517,,589,338,63.53829558
1250,773,0.958333333,14/09/24 16:00,14/09/25 15:00,45.90990000,11.48060000,43.66,5.2486,,551,222,71.28072445
650,768,3.833333333,14/09/26 15:00,14/09/30 11:00,44.75840000,4.75090000,49.6689,0.8163,,621,147,80.859375
625,674,2,14/09/30 12:00,14/10/02 12:00,49.64310000,1.09930000,49.703,8.4693,,530,144,78.63501484
700,753,3.708333333,14/07/31 21:00,14/08/04 14:00,53.61670000,16.81670000,51.7486,7.6849,,649,104,86.18857902
1650,540,0.666666667,14/08/05 20:00,14/08/06 12:00,45.52830000,9.40770000,46.9833,4.85,,385,155,71.2962963
800,775,0.979166667,14/08/07 12:30,14/08/08 12:00,46.60110000,6.58790000,50.6832,3.0158,,524,251,67.61290323
520,608,0.833333333,14/08/11 16:00,14/08/12 12:00,50.64720000,3.43080000,48.9134,9.5062,,476,132,78.28947368
570,748,1.208333333,14/08/20 8:00,14/08/21 13:00,54.81670000,18.18330000,50.1667,14.9167,,562,186,75.13368984
1240,1004,3.833333333,14/08/21 16:00,14/08/25 12:00,50.43330000,14.10000000,46.042,8.9801,,617,387,61.45418327
1300,855,0.916666667,14/08/27 10:30,14/08/28 8:30,46.17370000,12.56970000,43.66,5.2486,,640,215,74.85380117
720,912,3,14/08/29 8:00,14/09/01 8:00,43.87680000,4.63030000,48.7167,0.55,,622,290,68.20175439
800,655,0.958333333,14/09/01 15:00,14/09/02 14:00,48.50000000,1.25000000,44.1298,2.148,,490,165,74.80916031
900,928,2,14/09/03 8:00,14/09/05 8:00,44.80000000,2.03330000,47.6601,8.9655,,620,308,66.81034483
820,726,2.625,14/09/05 17:00,14/09/08 8:00,47.60160000,9.63420000,49.2874,2.745,,541,185,74.51790634
850,738,1.041666667,14/09/09 15:00,14/09/10 16:00,49.45670000,2.48480000,44.3392,4.8079,,595,143,80.62330623
800,1079,2.958333333,14/09/12 15:00,14/09/15 14:00,43.58730000,4.82610000,51.1167,4.2,,838,241,77.66450417
500,525,0.770833333,14/09/15 15:30,14/09/16 10:00,51.90170000,4.85690000,52.5006,11.4303,,452,73,86.0952381
325,322,0.875,14/09/16 15:00,14/09/17 12:00,52.81100000,10.09930000,52.7167,13.4,,222,100,68.94409938
820,1065,3.916666667,14/09/25 15:00,14/09/29 13:00,53.93330000,18.91670000,48.3833,11.75,,793,272,74.4600939
1275,969,1.916666667,14/09/29 14:00,14/10/01 12:00,47.62680000,12.84800000,45.7167,4.8667,,644,325,66.46026832
580,803,1.458333333,14/08/05 20:00,14/08/07 7:00,52.93330000,23.58330000,49.3,16.3833,,644,159,80.1992528
850,874,0.875,14/08/11 15:00,14/08/12 12:00,51.81780000,12.30690000,48.3667,14.0333,,402,472,45.99542334
615,612,1.041666667,14/08/20 7:00,14/08/21 8:00,48.00540000,12.95670000,48.5,7.8333,,383,229,62.58169935
700,697,2.833333333,14/08/22 11:00,14/08/25 7:00,49.53660000,7.21920000,50.9114,12.4928,,405,292,58.1061693
680,694,2.75,14/08/29 18:00,14/09/01 12:00,51.43330000,14.88330000,48.1293,9.2436,,546,148,78.67435159
590,627,0.666666667,14/09/03 16:00,14/09/04 8:00,48.01840000,9.99310000,51.2833,13.5333,,443,184,70.6539075
220.893749,298,0.4375,14/09/10 21:30,14/09/11 8:00,52.43330000,17.28330000,52.45,21,,251,47,84.22818792
830,1224,1.75,14/09/22 14:00,14/09/24 8:00,51.75000000,23.55000000,49.5939,9.5325,,1014,210,82.84313725
620,602,0.666666667,14/09/24 19:00,14/09/25 11:00,49.17830000,9.58640000,51.6768,13.5022,,392,210,65.11627907
900,952,3.75,14/08/07 14:00,14/08/11 8:00,51.95000000,15.60000000,47.5667,9.6831,,646,306,67.85714286
825,815,2,14/08/12 8:00,14/08/14 8:00,47.60160000,9.63420000,48.9842,1.9552,,588,227,72.14723926
450,469,0.5,14/08/13 17:00,14/08/14 5:00,48.94610000,2.35270000,45.8961,4.9389,,390,79,83.15565032
400,366,3.875,14/08/14 13:00,14/08/18 10:00,45.86430000,4.94990000,43.5476,3.219,,291,75,79.50819672
800,882,1.916666667,14/08/18 8:00,14/08/20 6:00,43.73330000,3.86670000,49.9746,2.4827,,701,181,79.47845805
210,332,0.833333333,14/08/20 10:00,14/08/21 6:00,50.10000000,2.30000000,51.1175,5.8861,,277,55,83.43373494
630,553,0.416666667,14/08/21 16:00,14/08/22 2:00,51.59100000,6.70710000,52.5024,13.5355,,477,76,86.25678119
480,562,2.958333333,14/08/22 15:00,14/08/25 14:00,52.94910000,13.24100000,51.3953,6.8324,,469,93,83.4519573
550,544,0.958333333,14/08/25 15:00,14/08/26 14:00,51.41320000,6.92900000,52.7086,13.2591,,455,89,83.63970588
210,314,1,14/08/27 8:00,14/08/28 8:00,53.45000000,14.98330000,51.25,16.6167,,268,46,85.35031847
580,553,1,14/09/01 12:00,14/09/02 12:00,51.23330000,16.76670000,48.3758,16.4133,,318,235,57.5045208
570,678,0.916666667,14/09/02 14:00,14/09/03 12:00,48.91670000,16.38330000,45.6368,12.1313,,485,193,71.5339233
1200,874,1.25,14/09/04 8:00,14/09/05 14:00,46.09180000,12.59640000,43.8396,4.8127,,661,213,75.62929062
400,554,0.083333333,14/09/08 6:00,14/09/08 8:00,44.08330000,5.40000000,45.513,9.2613,,343,211,61.9133574
1620,1105,1.625,14/09/09 17:00,14/09/11 8:00,46.00200000,9.28880000,46.8981,-1.7596,,851,254,77.01357466
550,657,1.270833333,14/09/11 8:00,14/09/12 14:30,47.52910000,-2.42830000,50.5333,3.0167,,518,139,78.84322679
200,340,2.666666667,14/09/12 16:00,14/09/15 8:00,50.51670000,3.48330000,51.7032,7.0073,,279,61,82.05882353
580,474,0.847222222,14/09/15 14:00,14/09/16 10:20,51.40140000,6.69440000,48.4689,8.8531,,360,114,75.94936709
300,248,1.166666667,14/09/16 8:00,14/09/17 12:00,49.16390000,9.01230000,50.7345,9.6922,,181,67,72.98387097
410,315,0.479166667,14/09/17 18:00,14/09/18 5:30,51.00000000,9.60000000,51.1667,13.2833,,257,58,81.58730159
2000,1384,1.75,14/09/23 18:00,14/09/25 12:00,51.75920000,7.08410000,43.8043,1.4437,,979,405,70.73699422
570,695,2.916666667,14/09/26 14:00,14/09/29 12:00,43.98250000,1.30820000,49.3534,2.2722,,601,94,86.47482014
500,643,0.916666667,14/09/30 16:00,14/10/01 14:00,50.10370000,2.44460000,49.9228,9.2147,,484,159,75.27216174
800,1017,4,14/08/07 8:00,14/08/11 8:00,50.80000000,22.96670000,51.1746,11.0297,,835,182,82.10422812
350,377,1.041666667,14/08/12 8:00,14/08/13 9:00,51.15000000,11.70000000,49.1639,9.0123,,292,85,77.4535809
700,705,2.458333333,14/08/15 21:00,14/08/18 8:00,50.94390000,12.47810000,51.0466,4.3528,,568,137,80.56737589
625,510,0.958333333,14/08/19 13:00,14/08/20 12:00,51.19830000,5.86940000,49.55,0.5167,,421,89,82.54901961
1100,733,0.666666667,14/08/20 20:00,14/08/21 12:00,48.86500000,2.56960000,43.8036,5.0688,,594,139,81.03683492
350,381,2.875,14/08/22 11:00,14/08/25 8:00,43.83960000,4.81270000,44.2167,1.35,,279,102,73.22834646
500,514,0.833333333,14/08/25 12:00,14/08/26 8:00,44.52430000,3.05930000,44.27,7.2555,,334,180,64.98054475
950,286,1.041666667,14/08/28 12:00,14/08/29 13:00,45.81740000,9.08150000,47.6138,8.2335,,209,77,73.07692308
440,502,0.854166667,14/09/01 15:30,14/09/02 12:00,47.81670000,8.21670000,49.4142,12.6582,,371,131,73.90438247
280,655,1,14/09/03 12:00,14/09/04 12:00,49.90000000,10.01670000,51.45,15.05,,394,261,60.15267176
329.512265,598,0.375,14/09/05 7:00,14/09/05 16:00,51.43330000,15.28330000,51.4,17.3833,,145,453,24.24749164
970,1144,2.833333333,14/08/08 20:00,14/08/11 16:00,51.93180000,10.23990000,45.5153,9.2042,,717,427,62.67482517
1500,983,1.833333333,14/08/12 16:00,14/08/14 12:00,45.12270000,10.23030000,44.1177,1.3663,,710,273,72.22787386
650,678,4,14/08/14 8:00,14/08/18 8:00,44.59670000,0.80440000,49.2542,2.6778,,537,141,79.20353982
790,786,0.041666667,14/08/18 17:00,14/08/18 18:00,49.40440000,2.12240000,43.4506,1.6773,,662,124,84.22391858
700,724,1.791666667,14/08/20 15:00,14/08/22 10:00,42.91180000,2.84490000,48.12,1.8278,,584,140,80.66298343
850,655,2.645833333,14/08/22 15:00,14/08/25 6:30,48.11490000,2.10300000,44.0312,5.0359,,507,148,77.40458015
800,783,2,14/08/25 12:00,14/08/27 12:00,44.43250000,4.93350000,49.3381,1.1199,,617,166,78.79948914
212,360,0.708333333,14/08/27 23:00,14/08/28 16:00,49.18800000,1.81180000,51.2333,4.1167,,280,80,77.77777778
340,385,0.875,14/08/28 15:00,14/08/29 12:00,51.41670000,4.25000000,49.65,7.55,,304,81,78.96103896
1250,809,1.583333333,14/09/09 16:00,14/09/11 6:00,49.69540000,10.94440000,45.9667,5,,606,203,74.90729295
550,414,1.166666667,14/09/11 8:00,14/09/12 12:00,45.72630000,4.26020000,43.5932,6.3147,,287,127,69.3236715
900,316,0.833333333,14/09/15 16:00,14/09/16 12:00,45.68510000,8.95860000,46.1,6.1167,,224,92,70.88607595
620,466,0.645833333,14/09/16 16:30,14/09/17 8:00,46.63170000,4.94010000,43.5103,6.013,,357,109,76.60944206
1450,739,3.583333333,14/09/18 18:00,14/09/22 8:00,44.97110000,7.68410000,47.0772,0.5685,,596,143,80.64952639
525,791,1.083333333,14/09/23 14:00,14/09/24 16:00,46.77990000,-0.59430000,50.8412,5.5718,,638,153,80.6573957
750,503,0.833333333,14/09/25 16:00,14/09/26 12:00,51.75550000,5.09130000,48.6087,1.5297,,432,71,85.88469185
520,761,0.958333333,14/09/29 12:00,14/09/30 11:00,49.02210000,0.70980000,48.7094,9.204,,621,140,81.60315375
1000,864,3,14/08/15 12:00,14/08/18 12:00,53.28890000,8.79060000,47.1221,7.3782,,693,171,80.20833333
800,779,2,14/08/19 12:00,14/08/21 12:00,47.31070000,8.36460000,47.5833,0.6833,,578,201,74.19768935
700,644,0.9375,14/08/21 13:30,14/08/22 12:00,47.61750000,1.42850000,44.0073,4.9954,,487,157,75.62111801
380,355,0.708333333,14/08/22 15:00,14/08/23 8:00,43.83960000,4.81270000,43.9837,1.359,,277,78,78.02816901
320,416,0.916666667,14/08/25 10:00,14/08/26 8:00,43.25370000,1.88670000,45.7333,0.6667,,292,124,70.19230769
550,805,1.083333333,14/08/27 14:00,14/08/28 16:00,46.13330000,-0.98330000,48.389,6.7574,,635,170,78.88198758
540,401,0.5,14/08/28 20:00,14/08/29 8:00,48.40090000,5.94840000,49.525,9.3578,,278,123,69.32668329
600,648,0.875,14/09/01 15:00,14/09/02 12:00,48.89440000,9.70090000,53.4329,10.4078,,507,141,78.24074074
925,823,1,14/09/02 8:00,14/09/03 8:00,53.71040000,10.24230000,47.8181,7.6589,,679,144,82.50303767
290,364,0.854166667,14/09/04 15:30,14/09/05 12:00,48.83480000,8.05230000,51.1333,10.2667,,300,64,82.41758242
460,664,1,14/09/08 14:00,14/09/09 14:00,50.91300000,11.31860000,51.2667,19.45,,568,96,85.54216867
440,452,2.666666667,14/09/19 18:00,14/09/22 10:00,49.91670000,12.78330000,52.7833,13.3167,,320,132,70.79646018
1600,1076,1.916666667,14/09/22 15:00,14/09/24 13:00,53.61880000,11.23320000,48,3.5667,,824,252,76.57992565
1180,1065,1,14/08/13 16:00,14/08/14 16:00,50.69240000,2.95820000,43.4245,6.1433,,843,222,79.15492958
530,660,0.895833333,14/08/18 10:30,14/08/19 8:00,44.16120000,4.86010000,48.6333,2.15,,538,122,81.51515152
1050,990,1.666666667,14/08/19 12:00,14/08/21 4:00,49.19460000,2.66450000,43.9894,7.184,,673,317,67.97979798
850,503,2.75,14/08/22 11:00,14/08/25 5:00,44.75000000,7.72380000,46.8667,4.3667,,350,153,69.58250497
450,526,0.541666667,14/08/25 19:00,14/08/26 8:00,47.05600000,3.39130000,51.0833,3.4167,,447,79,84.98098859
680,671,0.75,14/08/26 18:00,14/08/27 12:00,51.65750000,4.85830000,52.2531,12.6185,,535,136,79.73174367
600,797,1.291666667,14/09/15 8:00,14/09/16 15:00,48.13330000,-1.66670000,48.6631,7.481,,677,120,84.94353827
550,600,1,14/09/17 8:00,14/09/18 8:00,49.31000000,7.06750000,51.82,12.24,,459,141,76.5
830,636,1,14/09/18 8:00,14/09/19 8:00,51.83330000,11.93330000,49.0675,9.1837,,363,273,57.0754717
740,660,0.958333333,14/09/22 13:00,14/09/23 12:00,49.42770000,9.69220000,46.0326,5.2905,,500,160,75.75757576
650,504,0.666666667,14/09/24 8:00,14/09/25 0:00,46.30790000,5.82420000,43.3,5.85,,334,170,66.26984127
1500,853,3.75,14/09/25 18:00,14/09/29 12:00,45.25000000,7.66670000,48.1238,0.1526,,655,198,76.78780774
300,582,1.041666667,14/09/29 17:00,14/09/30 18:00,48.52490000,1.11220000,51.7408,5.5722,,478,104,82.13058419
730,844,1.958333333,14/08/12 11:00,14/08/14 10:00,51.18330000,18.21670000,50.3343,8.8398,,665,179,78.79146919
250,271,0.375,14/08/14 12:00,14/08/14 21:00,50.37380000,9.03800000,51.4249,6.4838,,213,58,78.59778598
530,491,2.666666667,14/08/15 16:00,14/08/18 8:00,51.38330000,7.25560000,48.65,10.1,,365,126,74.33808554
620,697,0.833333333,14/08/18 16:00,14/08/19 12:00,49.00920000,9.37740000,48.1757,16.3219,,518,179,74.31850789
560,620,1,14/08/20 8:00,14/08/21 8:00,47.92100000,16.08110000,49.8975,10.2585,,478,142,77.09677419
1230,1029,3.708333333,14/08/21 17:00,14/08/25 10:00,50.00170000,10.16180000,47.176,-0.2151,,824,205,80.07774538
520,744,1.125,14/08/25 12:00,14/08/26 15:00,47.41440000,-0.07180000,48.9542,7.4663,,584,160,78.49462366
300,365,0.875,14/08/26 15:00,14/08/27 12:00,48.83480000,8.05230000,51.1833,10.1667,,301,64,82.46575342
430,504,0.979166667,14/08/27 14:00,14/08/28 13:30,50.84120000,9.40230000,53.1292,12.7083,,340,164,67.46031746
340.025688,479,1,14/08/28 8:00,14/08/29 8:00,52.78330000,14.65000000,52.3667,20.8333,,420,59,87.68267223
540,716,1,14/09/08 14:00,14/09/09 14:00,52.45000000,21.00000000,50.9319,12.5251,,607,109,84.77653631
1350,1033,1.704861111,14/09/10 18:30,14/09/12 11:25,50.51730000,11.89610000,46.1814,3.0877,,809,224,78.31558567
350,379,2.666666667,14/09/12 16:00,14/09/15 8:00,46.55200000,1.99160000,49.4,2.5833,,319,60,84.16886544
1050,1009,0.666666667,14/09/15 23:00,14/09/16 15:00,49.23520000,1.57830000,43.9031,7.2661,,734,275,72.74529237
1400,874,1.291666667,14/09/18 8:00,14/09/19 15:00,44.86130000,8.37140000,49.0412,2.3876,,649,225,74.25629291
900,724,0.958333333,14/09/22 16:00,14/09/23 15:00,49.20660000,2.47220000,44.1774,4.9043,,589,135,81.35359116
1250,1179,4,14/09/25 8:00,14/09/29 8:00,45.40130000,10.58050000,51.1167,4.2,,791,388,67.09075488
550,465,0.75,14/09/29 18:00,14/09/30 12:00,50.85000000,5.96670000,48.4737,7.7893,,294,171,63.22580645
1200,594,1.9375,14/09/30 16:30,14/10/02 15:00,48.53720000,7.87040000,48.3381,11.6147,,277,317,46.63299663
1050,1291,5.041666667,14/08/13 8:30,14/08/18 9:30,53.80000000,19.56670000,49.3665,6.1902,,1045,246,80.94500387
350,432,1,14/08/18 8:00,14/08/19 8:00,49.76250000,8.02630000,51.6686,11.2688,,311,121,71.99074074
450,361,0,14/08/20 8:00,14/08/20 8:00,52.32210000,10.37610000,52.3221,10.3761,,0,361,0
800,333,0.375,14/08/22 7:00,14/08/22 16:00,51.95030000,11.97800000,48.358,12.8137,,403,-70,121.021021
450,508,1,14/08/25 12:00,14/08/26 12:00,49.52360000,12.09940000,52.2245,8.5326,,390,118,76.77165354
310,961,0.625,14/08/26 17:00,14/08/27 8:00,51.54740000,7.42740000,52.75,19.7,,846,115,88.03329865
2020,1941,2.708333333,14/09/08 15:00,14/09/11 8:00,54.36670000,19.38330000,48.172,-2.1693,,1641,300,84.54404946
350,430,2.916666667,14/09/12 8:00,14/09/15 6:00,47.27650000,-1.24810000,50.0667,0.7333,,342,88,79.53488372
1150,786,1.333333333,14/09/15 8:00,14/09/16 16:00,49.40440000,2.12240000,43.4506,1.6773,,662,124,84.22391858
600,765,1.166666667,14/09/17 12:00,14/09/18 16:00,43.52560000,2.52540000,44.2387,10.1442,,615,150,80.39215686
950,1310,2,14/09/23 8:00,14/09/25 8:00,49.81170000,6.13000000,51.9167,19.15,,941,369,71.83206107
1350,1352,0.583333333,14/08/20 18:00,14/08/21 8:00,50.43330000,16.63330000,48.3464,1.6838,,1104,248,81.65680473
1100,863,2.791666667,14/08/22 17:00,14/08/25 12:00,48.15010000,1.87600000,43.65,6.6833,,623,240,72.19003476
750,402,0.791666667,14/08/26 17:00,14/08/27 12:00,44.71000000,7.72340000,45.8167,4.0833,,310,92,77.11442786
350,294,0.958333333,14/08/27 15:00,14/08/28 14:00,45.78410000,4.77260000,43.4907,5.4384,,260,34,88.43537415
530,645,3,14/08/29 8:00,14/09/01 8:00,43.67810000,5.17040000,47.7373,7.1737,,477,168,73.95348837
900,671,0.666666667,14/09/01 8:00,14/09/02 0:00,48.37240000,6.88150000,44.3052,3.8857,,507,164,75.55886736
550,705,1,14/09/04 8:00,14/09/05 8:00,44.11340000,3.99920000,43.8831,10.795,,544,161,77.16312057
1450,1060,4.041666667,14/09/05 8:00,14/09/09 9:00,44.01450000,10.67450000,48.8108,2.3232,,832,228,78.49056604
380,460,1,14/09/09 16:00,14/09/10 16:00,49.18560000,2.34740000,48.7255,7.5657,,384,76,83.47826087
550,528,0.583333333,14/09/11 22:00,14/09/12 12:00,49.02380000,9.27200000,52.3804,11.6504,,409,119,77.46212121
210.670331,373,1,14/09/22 8:00,14/09/23 8:00,50.63330000,17.83330000,52.7,20.0167,,274,99,73.45844504
1050,1146,1.958333333,14/09/24 13:00,14/09/26 12:00,52.10000000,19.60000000,51.3,5,,1008,138,87.95811518
899,616,2.5,14/09/26 15:00,14/09/29 3:00,52.13500000,5.56940000,48.1333,2.0167,,511,105,82.95454545
400,640,1.041666667,14/09/29 16:00,14/09/30 17:00,48.19730000,1.23710000,51.5037,6.5032,,526,114,82.1875
370,351,0.708333333,14/08/19 20:00,14/08/20 13:00,50.55000000,18.20000000,48.77,16.5767,,229,122,65.24216524
880,899,2,14/08/20 8:00,14/08/22 8:00,48.56670000,17.00000000,48.9,7.7833,,676,223,75.19466073
1200,1030,3,14/08/22 8:00,14/08/25 8:00,48.78400000,7.82370000,43.9216,7.1123,,543,487,52.7184466
1450,863,1.958333333,14/08/26 16:00,14/08/28 15:00,44.97110000,7.68410000,46.9255,-0.588,,675,188,78.21552723
800,886,3.041666667,14/08/29 15:00,14/09/01 16:00,46.41720000,-0.88580000,43.3167,5.9333,,638,248,72.00902935
1350,1028,1.729166667,14/09/02 14:30,14/09/04 8:00,45.86690000,8.89310000,44.6969,1.3862,,601,427,58.46303502
420,493,1,14/09/04 8:00,14/09/05 8:00,45.75000000,2.31670000,49.1068,2.5065,,373,120,75.65922921
212,396,2.833333333,14/09/05 20:00,14/09/08 16:00,48.58330000,2.95000000,51.2333,4.1167,,306,90,77.27272727
730,794,0.895833333,14/09/09 14:30,14/09/10 12:00,51.93940000,4.37820000,51.0123,13.314,,626,168,78.84130982
800,970,3.75,14/09/19 21:00,14/09/23 15:00,51.26670000,19.45000000,50.1349,8.3002,,794,176,81.8556701
1700,1116,2,14/09/24 8:00,14/09/26 8:00,52.07440000,12.60600000,47.9637,2.3724,,861,255,77.15053763
950,891,1.5,14/09/29 20:00,14/10/01 8:00,49.18800000,1.81180000,43.3228,6.0075,,727,164,81.59371493
700,805,0.916666667,14/08/20 10:00,14/08/21 8:00,50.50000000,18.96670000,51.4667,9.4833,,672,133,83.47826087
500,467,0.791666667,14/08/21 20:00,14/08/22 15:00,51.53340000,9.85800000,51.4167,4.25,,388,79,83.08351178
480,426,2.166666667,14/08/23 8:00,14/08/25 12:00,50.95000000,5.76670000,49.1667,9.1333,,311,115,73.00469484
850,558,1.041666667,14/08/26 12:00,14/08/27 13:00,48.55680000,9.96010000,46.4057,5.2258,,428,130,76.70250896
550,566,1.166666667,14/08/28 8:00,14/08/29 12:00,46.99140000,6.12600000,48.9395,0.9273,,443,123,78.26855124
750,640,2.875,14/08/29 15:00,14/09/01 12:00,48.66810000,1.50280000,44.9517,4.748,,481,159,75.15625
540,458,1,14/09/02 8:00,14/09/03 8:00,45.53930000,5.34490000,43.9415,7.3135,,236,222,51.52838428
950,498,0.9375,14/09/03 16:30,14/09/04 15:00,45.25000000,7.66670000,45.819,4.6737,,241,257,48.3935743
400,493,2.916666667,14/09/05 14:00,14/09/08 12:00,46.38570000,5.52800000,49.0811,2.5929,,371,122,75.2535497
450,665,0.958333333,14/09/08 13:00,14/09/09 12:00,49.25000000,3.40000000,53.1614,7.3438,,514,151,77.29323308
600,560,1,14/09/10 8:00,14/09/11 8:00,52.64910000,7.05180000,52.0626,13.9613,,473,87,84.46428571
950,1132,2.041666667,14/09/22 14:00,14/09/24 15:00,50.70000000,19.43330000,50.1693,6.5345,,914,218,80.74204947
